Cuisine 1,Cuisine 2,Item_count,item
british,french,1,domestic eggs
italian,french,4,coffee detergent hygiene articles photo/film
irish,southern_us,1,soda
indian,southern_us,1,whole milk
mexican,british,1,bottled beer
southern_us,irish,17,pork beef berries packaged fruit/vegetables whole milk mayonnaise frozen fish frozen potato products oil mustard cat food coffee soda chocolate dish cleaner napkins newspapers
indian,greek,2,other vegetables yogurt
indian,greek,3,yogurt bottled water dishes
french,italian,1,sparkling wine
southern_us,italian,2,bottled water candy
southern_us,japanese,7,citrus fruit berries other vegetables butter milk sugar fruit/vegetable juice hygiene articles
italian,indian,5,hamburger meat root vegetables other vegetables whole milk rolls/buns
italian,mexican,2,packaged fruit/vegetables seasonal products
southern_us,vietnamese,2,other vegetables margarine
irish,southern_us,1,soda
indian,irish,7,whole milk yogurt frozen potato products margarine bottled water fruit/vegetable juice salty snack
italian,french,2,herbs yogurt
mexican,italian,4,citrus fruit spread cheese rolls/buns soda
mexican,chinese,1,misc. beverages
indian,southern_us,1,female sanitary products
irish,southern_us,1,soda
southern_us,italian,6,tropical fruit whole milk beverages white bread pasta shopping bags
irish,southern_us,2,soda female sanitary products
irish,british,4,white bread bottled water soda waffles
french,italian,3,coffee chewing gum chocolate marshmallow
southern_us,french,9,tropical fruit root vegetables whole milk frozen vegetables honey baking powder coffee red/blush wine chocolate marshmallow
indian,british,4,pork pip fruit whole milk butter milk
southern_us,indian,2,citrus fruit bottled water
mexican,chinese,1,frankfurter
southern_us,italian,2,frankfurter rolls/buns
italian,mexican,11,frankfurter tropical fruit pip fruit curd UHT-milk hard cheese domestic eggs rolls/buns hygiene articles napkins shopping bags
italian,filipino,1,other vegetables
indian,greek,3,yogurt fruit/vegetable juice newspapers
indian,cajun_creole,7,sausage whole milk yogurt brown bread cereals bottled water soda
indian,southern_us,1,whole milk
indian,french,5,pip fruit whole milk curd pastry bottled water
indian,southern_us,1,whole milk
chinese,vietnamese,2,root vegetables other vegetables
mexican,southern_us,2,onions fruit/vegetable juice
italian,southern_us,1,specialty chocolate
italian,southern_us,2,hamburger meat domestic eggs
indian,southern_us,1,photo/film
irish,southern_us,4,rolls/buns soda snack products newspapers
mexican,french,1,canned beer
mexican,french,1,canned beer
mexican,southern_us,8,other vegetables curd frozen meals frozen potato products soda bottled beer kitchen towels candles
mexican,french,1,canned beer
southern_us,mexican,5,curd whipped/sour cream rolls/buns zwieback spices
southern_us,indian,3,butter fruit/vegetable juice newspapers
indian,southern_us,6,other vegetables whole milk yogurt domestic eggs bottled water soda
indian,southern_us,1,whole milk
mexican,french,8,beef tropical fruit herbs whole milk curd yogurt whipped/sour cream sliced cheese
italian,cajun_creole,2,sausage rolls/buns
irish,southern_us,1,soda
mexican,chinese,2,fruit/vegetable juice long life bakery product
chinese,cajun_creole,5,rolls/buns coffee long life bakery product detergent shopping bags
indian,italian,4,pip fruit whole milk bottled water candy
mexican,chinese,6,frozen vegetables bottled beer liquor (appetizer) chewing gum napkins newspapers
mexican,chinese,1,beverages
chinese,vietnamese,8,hamburger meat root vegetables other vegetables domestic eggs roll products oil margarine hygiene articles
indian,none,6,root vegetables other vegetables whole milk yogurt fruit/vegetable juice white wine
mexican,french,1,canned beer
mexican,indian,2,frozen vegetables bottled beer
mexican,french,1,canned beer
mexican,chinese,1,newspapers
southern_us,italian,1,rolls/buns
mexican,italian,3,hamburger meat UHT-milk salty snack
southern_us,jamaican,4,pip fruit whole milk curd rum
mexican,french,1,canned beer
italian,french,5,grapes root vegetables frozen vegetables domestic eggs white wine
mexican,russian,5,root vegetables packaged fruit/vegetables butter whipped/sour cream rolls/buns
mexican,italian,5,citrus fruit frozen vegetables rolls/buns canned beer salty snack
southern_us,moroccan,2,cling film/bags potted plants
southern_us,irish,6,frankfurter whole milk rolls/buns margarine baking powder bottled beer
indian,italian,2,whole milk red/blush wine
southern_us,brazilian,13,pork tropical fruit whole milk curd yogurt hard cheese frozen meals frozen dessert domestic eggs cereals baking powder fruit/vegetable juice soap
french,british,2,chicken pastry
southern_us,italian,3,sausage dish cleaner dishes
southern_us,italian,1,specialty bar
french,british,3,whipped/sour cream pastry specialty bar
italian,french,2,root vegetables brown bread
irish,southern_us,2,rolls/buns soda
french,italian,3,other vegetables bottled beer red/blush wine
southern_us,indian,11,citrus fruit tropical fruit berries root vegetables other vegetables whole milk butter bottled water rubbing alcohol hygiene articles napkins
mexican,southern_us,5,whole milk processed cheese brown bread pastry soda
indian,southern_us,9,frankfurter sausage tropical fruit root vegetables whole milk yogurt rolls/buns pastry candy
chinese,french,2,coffee long life bakery product
french,cajun_creole,3,ham rolls/buns white wine
mexican,french,1,canned beer
mexican,french,1,canned beer
mexican,french,1,canned beer
indian,vietnamese,3,pip fruit whole milk canned fish
southern_us,british,9,pork pip fruit other vegetables whole milk curd white bread sugar bottled water soda
mexican,chinese,1,soap
italian,mexican,5,pip fruit butter frozen meals pasta bottled water
mexican,indian,6,beef hamburger meat citrus fruit whole milk mustard soap
italian,greek,10,sausage meat other vegetables whole milk yogurt rolls/buns soda bottled beer chocolate newspapers
mexican,chinese,1,frozen chicken
irish,southern_us,1,soda
italian,indian,8,tropical fruit curd yogurt rolls/buns brown bread bottled water bottled beer seasonal products
italian,filipino,1,other vegetables
jamaican,french,9,beef citrus fruit curd rolls/buns oil margarine specialty bar detergent newspapers
vietnamese,mexican,8,meat pork beef citrus fruit root vegetables other vegetables whole milk pickled vegetables
mexican,korean,7,meat hamburger meat root vegetables packaged fruit/vegetables whole milk butter newspapers
mexican,chinese,5,bottled water soda red/blush wine long life bakery product newspapers
southern_us,italian,1,rolls/buns
mexican,french,2,pastry canned beer
indian,chinese,4,pork whole milk pastry sauces
french,mexican,6,pip fruit sliced cheese pastry white wine light bulbs newspapers
indian,southern_us,9,beef citrus fruit tropical fruit yogurt UHT-milk frozen vegetables rolls/buns bottled water skin care
french,jamaican,7,beef citrus fruit berries brown bread sugar coffee kitchen towels
indian,southern_us,2,rolls/buns spices
french,southern_us,10,citrus fruit tropical fruit herbs whole milk butter curd whipped/sour cream frozen vegetables canned vegetables misc. beverages
french,southern_us,11,meat beef herbs whole milk frozen dessert rolls/buns semi-finished bread flour oil coffee potted plants
french,southern_us,3,beverages pastry bottled water
italian,japanese,4,beef citrus fruit other vegetables rolls/buns
italian,french,5,ham whole milk white bread margarine hair spray
french,filipino,11,hamburger meat whole milk oil ketchup soups Instant food products canned fish coffee bottled beer hygiene articles newspapers
mexican,southern_us,10,beef citrus fruit other vegetables butter milk sliced cheese processed cheese rolls/buns margarine bottled water fruit/vegetable juice
indian,moroccan,9,beef citrus fruit whole milk domestic eggs rolls/buns pastry roll products tea fruit/vegetable juice
indian,none,3,root vegetables whole milk detergent
jamaican,southern_us,12,citrus fruit tropical fruit grapes other vegetables frozen vegetables pickled vegetables fruit/vegetable juice liquor rum liquor (appetizer) candy cling film/bags
indian,greek,2,yogurt bottled water
mexican,russian,7,tropical fruit root vegetables other vegetables whipped/sour cream brown bread canned fish long life bakery product
vietnamese,indian,3,frankfurter root vegetables newspapers
indian,russian,8,beef other vegetables whole milk brown bread pastry salty snack abrasive cleaner shopping bags
southern_us,moroccan,1,shopping bags
mexican,french,1,canned beer
mexican,southern_us,2,rolls/buns canned beer
southern_us,italian,9,other vegetables rolls/buns meat spreads bottled water soda misc. beverages waffles chocolate candy
italian,mexican,5,hamburger meat other vegetables yogurt rolls/buns bottled water
italian,mexican,10,hamburger meat citrus fruit root vegetables rolls/buns Instant food products canned fish bottled water soda fruit/vegetable juice napkins
southern_us,french,6,frankfurter sausage domestic eggs soda chewing gum shopping bags
mexican,british,1,bottled beer
french,british,4,tropical fruit domestic eggs rolls/buns pastry
irish,southern_us,1,soda
british,mexican,6,frankfurter root vegetables onions other vegetables white bread canned beer
mexican,french,10,chicken hamburger meat herbs whipped/sour cream soups soda canned beer dish cleaner napkins cling film/bags
italian,irish,2,coffee soda
indian,southern_us,1,whole milk
southern_us,none,1,margarine
italian,none,2,tropical fruit other vegetables
mexican,vietnamese,2,meat other vegetables
mexican,italian,3,cream cheese bottled water canned beer
mexican,chinese,1,newspapers
french,cajun_creole,3,rolls/buns pastry newspapers
indian,irish,8,citrus fruit other vegetables whole milk curd yogurt potato products fruit/vegetable juice long life bakery product
indian,southern_us,3,whole milk rolls/buns detergent
indian,british,7,frankfurter citrus fruit butter milk UHT-milk rolls/buns female sanitary products shopping bags
southern_us,french,6,ham other vegetables butter whipped/sour cream sugar soda
british,irish,4,frankfurter citrus fruit bottled beer salty snack
british,italian,6,sausage onions curd yogurt domestic eggs coffee
british,french,1,domestic eggs
southern_us,indian,4,whole milk domestic eggs rolls/buns soda
mexican,british,3,rolls/buns bottled beer newspapers
indian,southern_us,3,whole milk hard cheese chocolate marshmallow
italian,chinese,5,sausage root vegetables other vegetables rolls/buns soda
indian,british,4,curd butter milk yogurt beverages
italian,indian,1,bottled water
mexican,french,1,beef
irish,southern_us,11,frankfurter hamburger meat whole milk rolls/buns potato products mustard coffee waffles chocolate marshmallow soap newspapers
southern_us,indian,3,chicken butter newspapers
french,british,9,sausage meat tropical fruit pip fruit pastry sugar coffee candles potted plants
russian,mexican,4,pork whole milk whipped/sour cream beverages
french,greek,3,yogurt pastry coffee
indian,southern_us,7,whole milk sliced cheese margarine cat food detergent dishes shopping bags
indian,southern_us,11,frankfurter ham whole milk yogurt rolls/buns pastry vinegar sugar soda fruit/vegetable juice napkins
southern_us,indian,5,beef whole milk brown bread specialty chocolate newspapers
italian,southern_us,5,pip fruit other vegetables butter milk cream cheese rolls/buns
french,italian,5,sausage whole milk rolls/buns coffee chocolate
french,italian,2,pastry coffee
italian,mexican,3,chicken beef specialty chocolate
mexican,indian,8,root vegetables other vegetables whole milk sliced cheese frozen vegetables frozen fish frozen dessert chocolate
indian,southern_us,3,whole milk frozen meals rolls/buns
mexican,chinese,1,detergent
vietnamese,thai,2,rolls/buns canned fish
southern_us,mexican,1,house keeping products
italian,british,5,yogurt salt jam sparkling wine cleaner
italian,southern_us,5,tropical fruit curd sliced cheese rolls/buns soda
italian,southern_us,1,tropical fruit
southern_us,british,4,curd UHT-milk artif. sweetener dental care
jamaican,greek,4,beef berries onions rolls/buns
